track_id,playlist_url,playlist_name,track_name,track_popularity,artist_name,album,album_cover,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
4zPDjRgceGrR0Sm54YDTTf,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Autumn Nocturne,54,Lou Donaldson,Blues Walk,https://i.scdn.co/image/ab67616d0000b273d94380c918abb94d55758650,"['bebop', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']",45,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,294667,4,jazz
2VzRmb0GCPDBv6FddHGu7s,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Hat And Beard,36,Eric Dolphy,Out To Lunch (The Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b273897c908969917eb7d620e0d1,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion']",31,0.465,0.644,8,-7.646,1,0.106,0.496,0.179,0.176,0.355,81.896,504867,4,jazz
2IaNHbdYclgpZvTtl1sHy6,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,There Will Never Be Another You,30,Woody Shaw,Solid,https://i.scdn.co/image/ab67616d0000b273dcaaf1fe65b9f66b9489d34b,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone', 'jazz trumpet', 'straight-ahead jazz']",27,0.506,0.416,0,-14.48,0,0.0328,0.698,0.398,0.184,0.597,105.587,419360,4,jazz
4Ws7Bm2Nhbm83Tz4gRxpIx,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Sophisticated Lady,34,Cedar Walton,Blues For Myself (Piano Solo),https://i.scdn.co/image/ab67616d0000b273b22ae75f2fb3e907780bf952,"['bebop', 'hard bop', 'japanese jazz', 'jazz', 'jazz piano', 'stride']",30,0.388,0.136,10,-20.406,0,0.0444,0.988,0.895,0.0805,0.101,130.021,210933,3,jazz
0lugtNZg82HL0PKS9uPGRW,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Blues for Nica,38,Kenny Drew,Blues for Nica,https://i.scdn.co/image/ab67616d0000b2737285e810c322567144ffc993,"['bebop', 'contemporary post-bop', 'hard bop', 'japanese jazz', 'jazz', 'jazz piano', 'stride']",33,0.581,0.214,10,-16.733,1,0.0518,0.648,0.614,0.352,0.392,108.226,328853,4,jazz
4hCbA5XOPwCzNvUWKztpD9,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,My Funny Valentine,32,J.J. Johnson,Proof Positive,https://i.scdn.co/image/ab67616d0000b2733fa769b4d41ebb5ac12eb700,"['bebop', 'hard bop', 'jazz', 'jazz brass', 'jazz trombone']",31,0.391,0.0074,8,-26.528,1,0.0565,0.991,0.906,0.0962,0.361,60.667,182960,4,jazz
0E8q2Fx2XuzXCO2NSAppkR,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,In A Sentimental Mood,64,Duke Ellington,Duke Ellington & John Coltrane,https://i.scdn.co/image/ab67616d0000b2732def9ef3f6a82c8d6fd8c143,"['african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing']",56,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4,jazz
0sCeNwt8xRCMR4NhKpMyBe,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Cantaloupe Island - Remastered,59,Herbie Hancock,Empyrean Isles (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273e9eb91ae8241234cb7aaaa4c,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'uk contemporary jazz']",56,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4,jazz
5IZoaa0HoOotCQyIeCDc9f,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,You'd Be So Nice To Come Home To - Rudy Van Gelder Edition; 2007 Digital Remaster,33,Paul Chambers,Bass On Top (2007 Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b2738b079fcd0a1a963f4973182f,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz double bass']",52,0.465,0.23,10,-19.008,1,0.0427,0.905,0.848,0.102,0.61,170.086,437293,4,jazz
4Gv9rfzkqUZp3iE3JBTcd6,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,'Tis Autumn,43,Red Garland Trio,All Kinds Of Weather,https://i.scdn.co/image/ab67616d0000b273d5134acf998be4a0012a2067,"['bebop', 'hard bop', 'jazz', 'jazz trio', 'stride']",38,0.591,0.151,0,-18.003,0,0.0383,0.953,0.81,0.166,0.183,72.21,547827,4,jazz
0F845nujLVqCb0XMZCh5Pc,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,I Fall In Love Too Easily,64,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440,4,jazz
3aCuyrcGWCwNarmbp9sjas,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,You Are So Beautiful,47,Charles Lloyd,I Long To See You,https://i.scdn.co/image/ab67616d0000b27397502b173f63a2670d20fdfb,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz', 'uk contemporary jazz']",40,0.388,0.0642,10,-18.114,1,0.0336,0.925,0.0734,0.114,0.0717,66.645,362760,4,jazz
4TtDDJT3b9ardn5stlCc2u,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Favela,51,Ike Quebec,Bossa Nova Soul Samba,https://i.scdn.co/image/ab67616d0000b273f7f8e9a15bb31c9aaff49f45,"['bebop', 'bossa nova', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",44,0.618,0.129,0,-18.788,0,0.108,0.931,0.676,0.128,0.811,148.001,240267,4,jazz
4DE2IwQUZMrEqCZ95D1iIk,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Young One for Debra,37,Jim Hall,It's Nice to Be with You: Jim Hall in Berlin,https://i.scdn.co/image/ab67616d0000b2733dfa4934af237b1df4b0a15f,"['contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz guitar']",47,0.28,0.0141,2,-28.998,1,0.0547,0.996,0.953,0.11,0.13,74.142,265024,3,jazz
4STV8yvImKsMUrA36DSr8j,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Illusion - Alternate Take,32,Andrew Hill,The Capitol Vaults Jazz Series,https://i.scdn.co/image/ab67616d0000b273f0f6a243aa88b011e7d66400,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz', 'jazz funk', 'jazz piano', 'soul jazz']",28,0.511,0.215,0,-18.949,1,0.0425,0.749,0.861,0.155,0.504,82.85,390240,4,jazz
1IEbtXrHgN37lTQi9Byx6g,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Las Vegas Tango,37,Gil Evans,The Individualism Of Gil Evans,https://i.scdn.co/image/ab67616d0000b273fe4df7be084a604837bfe934,"['avant-garde jazz', 'bebop', 'cool jazz', 'free jazz', 'jazz']",35,0.301,0.459,9,-13.618,0,0.0365,0.129,0.0166,0.12,0.287,95.846,395293,4,jazz
3WA8LEjI9iNDEYMeQ079L0,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Donna - Alternate Take,27,Miles Davis Sextet,Miles Davis (Vol. 1),https://i.scdn.co/image/ab67616d0000b273f3a7e9ec3b805d789e627019,"['bebop', 'jazz']",27,0.527,0.476,5,-8.92,0,0.0312,0.505,1.42e-06,0.0879,0.793,83.055,189727,1,jazz
6RoOWROlTUfJ4jgz8ZuycE,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Nocturnal,40,Charlie Haden,Nocturne,https://i.scdn.co/image/ab67616d0000b273d9eee888fecd8c44d5023ce9,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz double bass', 'jazz fusion']",46,0.542,0.194,3,-21.654,1,0.0299,0.894,0.924,0.116,0.221,100.966,412133,4,jazz
3VUFA0cz9OEGMshT0NK762,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,"All My Tomorrows - Live At Palais Des Congres, Paris / 1999",46,Keith Jarrett Trio,Whisper Not,https://i.scdn.co/image/ab67616d0000b2734aea0b7c35d397e962aae92e,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz trio']",41,0.359,0.112,7,-25.577,0,0.0403,0.955,0.907,0.705,0.151,101.821,382107,4,jazz
5PfcpDnzz8VdUoziFWnhrU,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Lover Man - Remastered 2006/Rudy Van Gelder Edition,44,Johnny Griffin,Introducing Johnny Griffin (Rudy Van Gelder Edition / Remastered),https://i.scdn.co/image/ab67616d0000b273a5c73efc003562346fdf5f22,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone']",34,0.54,0.327,2,-8.933,0,0.0363,0.868,0.356,0.121,0.356,96.224,473387,4,jazz
6sveoBQ0XcNemMKiAL76Mv,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Nostalgia,52,Fats Navarro,"The Savoy Story, Vol. 1: Jazz",https://i.scdn.co/image/ab67616d0000b273a236b1f73ca8020f1bf3c0b9,"['bebop', 'big band', 'jazz', 'jazz trumpet', 'stride']",35,0.584,0.266,7,-10.487,1,0.0994,0.848,0.001,0.115,0.791,157.122,163800,4,jazz
7iz9Q80SI03sY4Chmi3ZRc,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,"Ruby, My Dear",32,Thelonious Monk Septet,Monk's Music [Original Jazz Classics Remasters],https://i.scdn.co/image/ab67616d0000b2731a5c8cde2988897d297331e6,"['bebop', 'free jazz', 'hard bop', 'jazz']",31,0.595,0.0831,5,-16.39,0,0.0489,0.972,0.704,0.124,0.184,129.73,325907,4,jazz
3hY3MPL9hAITPgVfiVlL5K,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Stella By Starlight,48,Joe Lovano,I'm All For You (Ballad Songbook),https://i.scdn.co/image/ab67616d0000b273f2dabaa93967533782bacfe7,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'hard bop', 'italian jazz', 'jazz', 'jazz saxophone']",41,0.581,0.163,0,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,347773,4,jazz
6yDiiNxjRpAglPGQhh1hkk,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Besame Mucho,47,Dave Brubeck,Love Songs,https://i.scdn.co/image/ab67616d0000b273a9a528338e0859009cf12a24,"['american modern classical', 'bebop', 'cool jazz', 'jazz', 'jazz piano']",50,0.637,0.257,10,-17.527,0,0.0549,0.881,0.706,0.975,0.304,126.544,358693,4,jazz
0FIv9GZQLChK9vUXxTC9CB,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Reflection,20,Roy Haynes,We Three,https://i.scdn.co/image/ab67616d0000b273a70f7560efa9afc841210d29,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz drums']",31,0.581,0.27,7,-17.408,0,0.0353,0.817,0.0156,0.108,0.7,90.678,263760,4,jazz
6nyRGbArV18zO6WozOBON2,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,I've Grown Accustomed to Her Face,47,Brad Mehldau Trio,Anything Goes,https://i.scdn.co/image/ab67616d0000b273b97f6da075afc5178f0bc141,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio']",40,0.522,0.0419,4,-18.422,1,0.0494,0.974,0.875,0.0893,0.154,135.848,289133,3,jazz
0aWMVrwxPNYkKmFthzmpRi,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Blue in Green (feat. John Coltrane & Bill Evans),62,Miles Davis,Kind Of Blue (Legacy Edition),https://i.scdn.co/image/ab67616d0000b2730ebc17239b6b18ba88cfb8ca,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733,4,jazz
2ynGfwePiLptW599QebWbr,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Lullaby Of The Leaves,39,Gerry Mulligan Quartet,Gerry Mulligan Quartet Vol.1 (Expanded Edition),https://i.scdn.co/image/ab67616d0000b27372af4a9b46118c869296f4c8,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']",35,0.44,0.182,0,-11.911,1,0.0427,0.967,0.901,0.0852,0.524,124.047,196147,4,jazz
2D8g6GNzX487MmeHLh5BRd,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Journey to the Stars,35,Tom Harrell,Number Five,https://i.scdn.co/image/ab67616d0000b273d1ef6cabd4be5db2cab68586,"['contemporary jazz', 'contemporary post-bop', 'dutch jazz', 'ecm-style jazz', 'italian jazz', 'japanese jazz', 'jazz', 'jazz trumpet', 'uk contemporary jazz']",28,0.484,0.113,5,-17.604,0,0.0392,0.993,0.803,0.142,0.386,122.081,394507,4,jazz
36NzG0ptwi4k798mpIS3Oz,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Evening In Paris,50,Zoot Sims,Zoot Sims avec Henri Renaud et son orchestre,https://i.scdn.co/image/ab67616d0000b273965cab07549137cd4c73bb0a,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'stride']",40,0.564,0.162,6,-12.06,1,0.0331,0.984,0.358,0.125,0.57,62.56,201613,4,jazz
4CY09ZCdgvjtCaw0fGITbN,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Come What May,43,Joshua Redman Quartet,Come What May,https://i.scdn.co/image/ab67616d0000b2739fa0a9fec33f5559345edabf,"['contemporary jazz', 'jazz', 'jazz quartet']",29,0.53,0.225,10,-13.663,0,0.0414,0.941,0.691,0.284,0.195,135.262,406920,4,jazz
2JUo9CBUz3ObTIsSzg93Fr,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,My Wish,46,Hank Jones,Here's Love,https://i.scdn.co/image/ab67616d0000b27393da24dba85bb35879dda562,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']",40,0.41,0.04,2,-27.028,0,0.0369,0.972,0.762,0.127,0.163,76.001,212587,4,jazz
6KjMkGCoRpcb9nHS2auXo5,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Ladies Of the Canyon (Bonus),34,Chris Potter,Ultrahang,https://i.scdn.co/image/ab67616d0000b2736e9e0f45213bb933a88552a8,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz saxophone']",36,0.502,0.322,2,-10.548,1,0.0362,0.798,0.823,0.14,0.214,120.921,402160,4,jazz
3n09FQ8rPHhxS46wzYEmWq,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Just A Dream,47,Gerald Clayton,Bells On Sand,https://i.scdn.co/image/ab67616d0000b273aec48272031adb1249a5854b,"['contemporary jazz', 'jazz', 'modern jazz piano', 'straight-ahead jazz', 'uk contemporary jazz']",37,0.336,0.095,8,-17.222,0,0.0374,0.99,0.0105,0.106,0.114,67.289,329307,4,jazz
5ytlJeb7H5Q5bLrOROy2cb,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Without Deception,25,Kenny Barron,Without Deception,https://i.scdn.co/image/ab67616d0000b273d95209a503e082fd5906cf41,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz piano', 'straight-ahead jazz', 'stride']",36,0.475,0.285,10,-17.74,1,0.0381,0.589,0.896,0.104,0.414,107.591,395120,1,jazz
6ATyL6qh9irGhLiL5sz02n,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Song For Sashou,34,Aaron Parks,Find The Way,https://i.scdn.co/image/ab67616d0000b273aa34d4887d34e81e9713bbb6,"['contemporary jazz', 'ecm-style jazz', 'indie jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'swedish jazz']",33,0.509,0.145,11,-22.768,0,0.0317,0.93,0.898,0.116,0.317,134.676,382013,4,jazz
4FMI4Ln1LhyxGldkNXan5e,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,"Köln, January 24, 1975, Pt. II C - Live",50,Keith Jarrett,The Köln Concert,https://i.scdn.co/image/ab67616d0000b27364d8292b7825888183e4da28,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",52,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,416840,4,jazz
3s5v1r9kSE0mbLUu3mAagm,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Beatrice,38,Sam Rivers,Fuchsia Swing Song,https://i.scdn.co/image/ab67616d0000b2730ae286488832abe61025048d,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'ecm-style jazz', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz saxophone']",27,0.488,0.123,5,-18.618,1,0.0371,0.896,0.0547,0.091,0.226,120.402,372307,4,jazz
6linlPbVWEecMEMfNcul1e,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Senor Mouse,45,Gary Burton,Crystal Silence,https://i.scdn.co/image/ab67616d0000b273f2edcbbf05823b266c2dcf49,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz vibraphone']",37,0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,377707,4,jazz
4Nzokqb91hAwbmfIsexcgo,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,ACE,28,Walter Smith III,ACE,https://i.scdn.co/image/ab67616d0000b27380a7ba0bfd4413d9632deaa2,"['contemporary jazz', 'jazz']",25,0.616,0.368,1,-9.753,1,0.0313,0.838,0.497,0.0953,0.199,87.172,304707,3,jazz
7JMkZWB40pcmq8G7kTsbcB,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Sous Le Ciel De Paris,50,Jacky Terrasson,Smile,https://i.scdn.co/image/ab67616d0000b273f67e8f703f49731adb5feb7f,"['contemporary jazz', 'german jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'straight-ahead jazz', 'stride', 'vocal jazz']",44,0.323,0.118,5,-22.751,0,0.0449,0.195,0.694,0.241,0.0747,79.554,244867,4,jazz
3nkrx5hB7oH3mqcmT7mdpu,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Body And Soul,35,Barry Harris,Listen To Barry Harris...Solo Piano (Reissue),https://i.scdn.co/image/ab67616d0000b273d80e101602d566e2c649b662,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']",30,0.315,0.091,10,-22.02,0,0.0483,0.995,0.914,0.122,0.161,81.928,241800,4,jazz
3DF7Mbt9hrFo04EZO0Syyg,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Flip Side,42,Marc Copland,John,https://i.scdn.co/image/ab67616d0000b27395f81c4aafb89caa7125c250,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano', 'swedish jazz']",33,0.326,0.101,8,-22.96,1,0.0377,0.994,0.942,0.101,0.0711,169.903,225653,4,jazz
15pJPbo0r00e82puUIUS1i,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Hüttengriffe,44,Wolfgang Muthspiel,Angular Blues,https://i.scdn.co/image/ab67616d0000b2734f9ad313b1028b8141d55d89,"['austrian jazz', 'contemporary jazz', 'danish jazz', 'ecm-style jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz guitar', 'norwegian contemporary jazz', 'norwegian jazz', 'swedish jazz']",32,0.548,0.0147,0,-30.411,1,0.0704,0.943,0.893,0.141,0.117,115.208,315493,4,jazz
5AuLuhe6LXvVod82HxJtXO,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,The Last Goodbye,43,Nicholas Payton,Payton's Place,https://i.scdn.co/image/ab67616d0000b27338a0d1bb41b4b3232c399e5d,"['contemporary jazz', 'jazz', 'jazz trumpet', 'new orleans jazz', 'uk contemporary jazz']",33,0.32,0.156,2,-12.258,1,0.033,0.96,0.904,0.0775,0.0664,159.618,325400,3,jazz
0GSXh7IeBpk5uJDv7KsuKZ,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Work Song,39,Nat Adderley,Work Song,https://i.scdn.co/image/ab67616d0000b273eff4bf64a548d6578ab02684,"['bebop', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']",30,0.674,0.232,3,-18.447,1,0.0385,0.909,0.349,0.117,0.521,77.855,252960,4,jazz
0TPz69Knk69ZE8yhil89CB,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Part 1 - Opening,36,Kenny Wheeler,Music For Large & Small Ensembles,https://i.scdn.co/image/ab67616d0000b273d8c5afcc20d80ad6525cbaeb,"['avant-garde jazz', 'british jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz trumpet', 'library music', 'norwegian contemporary jazz', 'norwegian jazz', 'swedish jazz', 'uk contemporary jazz']",28,0.178,0.0421,1,-17.529,1,0.0351,0.993,0.725,0.0917,0.114,49.303,139240,4,jazz
5vTBSWHl0qXtM1980R2pVM,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Ghost of a Chance,37,Lennie Tristano,Lennie Tristano / The New Tristano,https://i.scdn.co/image/ab67616d0000b273797d6a7438bde2cf9d890be0,"['avant-garde jazz', 'bebop', 'cool jazz', 'free jazz', 'jazz', 'jazz piano', 'stride']",28,0.506,0.0401,0,-24.631,1,0.0467,0.965,0.789,0.687,0.301,80.602,365840,4,jazz
1LgoYJ5IYe74pDyayo3QHH,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Django,48,Joe Pass,For Django,https://i.scdn.co/image/ab67616d0000b2738e27ed3b2e233dc6df9f84b9,"['bebop', 'jazz', 'jazz fusion', 'jazz guitar']",45,0.561,0.256,10,-15.583,0,0.051,0.865,0.0707,0.107,0.3,129.986,200867,4,jazz
0FabRdeLmKujYkz4n86lLn,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Entrustment,34,Vijay Iyer,Uneasy,https://i.scdn.co/image/ab67616d0000b27356548f12ada07ffc437c72a7,"['contemporary jazz', 'ecm-style jazz', 'free jazz', 'indian jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'uk contemporary jazz']",29,0.334,0.133,6,-23.166,0,0.0338,0.86,0.935,0.0936,0.0569,100.967,306173,4,jazz
5qSuEeFjcPRFZNo5OBgHeW,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Snap Crackle,36,Roy Haynes Quartet,Out Of The Afternoon,https://i.scdn.co/image/ab67616d0000b2738131068098f5e8326c8a0f56,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz quartet']",26,0.611,0.309,2,-15.583,0,0.0519,0.572,0.0714,0.121,0.689,89.959,251600,4,jazz
14yPcqwY3JuF0Hzj8ySi5h,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Hamp's Blues,38,Hampton Hawes,Jazz Stars,https://i.scdn.co/image/ab67616d0000b2731bcf9c2d7ba5ad4bf32e6ab8,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",29,0.53,0.51,0,-13.86,0,0.0363,0.396,0.0177,0.233,0.93,121.322,223013,4,jazz
19vVghIuHm3IAfN4xpRF3q,https://open.spotify.com/playlist/5EyFMotmvSfDAZ4hSdKrbx?si=2e7fc4ded0224986,The Sound of Jazz,Birdland,50,Weather Report,Heavy Weather,https://i.scdn.co/image/ab67616d0000b273d5e3abdd3cb309fa4c77f7f3,"['jazz', 'jazz funk', 'jazz fusion']",42,0.589,0.532,0,-12.021,1,0.0359,0.434,0.00157,0.0794,0.527,156.868,356760,4,jazz
